,file,tiny,base,small,medium,large,original_text
0,test_audio/hi/clips/common_voice_hi_27408571.mp3,<|th|>akshabandhwar BJP Netapu Kallahu Aapiano Kipal Kaya Kuban Hengiraki,رکھسہ بنگن پر بیجے پی نیتا بکل نو آپ کی انوھ کھی پہل کائوں کو بانھیں گے راکھی,अगर प्रच्छा बन बन पर भीजे पी नेटा बुक्कल नवा अपकी अनोग पहल गायो को बान देंगे राखी,"परक्षा बन्दंपर ब्ज़ेपी नेता बुक्कल नवाब की अनोखि पहल, कायो को बानदेंगे राक्ई.",रक्षा बंदन पर बी जे पी नेता बुक्कल नवाब की अनोकी पहल कायों को बांधेंगे राक्षी,"रक्षाबंधन पर बीजेपी नेता बुक्कल नवाब की अनोखी पहल, गायों को बांधेंगे राखी"
0,test_audio/hi/clips/common_voice_hi_27408573.mp3,cricket if you ask a subsuit choo ta chaka video over viral,Cricket ihtiar ska sabse chota chakka video hoa viral,गर्टियाज का सब से चोता चख का वीटियो हूँओा वाईरन्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट,Cricket इत्यास का सबसे चोटा चख का वीडियो हुआ वायरल,Cricket Itiyaz Ka Sabse Chota Chakka Video Hua Viral,"क्रिकेट इतिहास का सबसे छोटा छक्का, वीडियो हुआ वायरल"
0,test_audio/hi/clips/common_voice_hi_27408578.mp3,Kushi hai ki tendul karne mera rikar toda halwar,Khushi hai ki tendulkar na meraa rikad thoda alowar,खूशी है के तेंडूल करने मेरा रिकाड तोडा अनवर,खुशी है कि तेंडूल करने मेरा रिकाड तोडा अन्वर.,। । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । ।,खुशी है कि तेंदुलकर ने मेरा रिकार्ड तोड़ा: अनवर
0,test_audio/hi/clips/common_voice_hi_27408581.mp3,"Obama ne Guru Nanak Dev ki, Chanti Persinko Kodi Shukam Ne.","O ba mane Guru Nanak Dev ki, Chandi Par Singh ho, Kho Di Shuhu Kam Naayin.",अबा माने गुरुनानक देव की च्यन्ती पर सिखो कोदी शुबकाम नाएं,अबामाने गुरुनानक देव की चैन्ति पर सिखो को दी शुभकाम नायें।,ओबामा ने गुरुनानक देव की चेनती पर सिखो को दी शुव कामनाएं,ओबामा ने गरुनानक देव की जयंती पर सिखों को दीं शुभकामनाएं
0,test_audio/hi/clips/common_voice_hi_27408589.mp3,"Tillakam amla, Minachi leki ne maila ha yok par hi utaay saval","تحلقا ماملا, مینا چی لیکی نے مہلا حایوک پر ہی اٹھا ایساوال",तब आप बद़़ तब बद़़ तब बद़़ तब बद़़ तब बद़़ तब बद़़ तब बद़़ तब बद़़ तब बद़़ तब बद़़ तब तब बद़़ तब तब बद़़ तब तब बद़़ तब तब द़़ तब तब द़़ तब द़़ तब द़़ त�,तहल का मामला। मीनाक्षी लेकिय ने महला आयोग पर ही उठाए सवाल।,"तहलका माम्ला, मीनाक्षी लेटी ने महला आयोक पर ही उठाए स्वाल",तहलका मामला: मीनाक्षी लेखी ने महिला अयोग पर ही उठाए सवाल
0,test_audio/hi/clips/common_voice_hi_27408591.mp3,Punjab nechunao ladana chatehe maanish tiwari par tiper choda Tesla,"PANJAB میں چھونาவ لڑانا چاہتے ہیں منیشتیواری, پارٹی پر چھوڑا پیسلہ",पन्जाब में चुनाव लडाना चाहते है मनिष्तिवारी पार्टी पर चोडा पैस्ला,पंजाब में चुनाव लडाना चाहते हैं मनीश तिवारी पार्टी पर छोड़ा पैसला,पंजाब में छुनाव लडाना चाहते हैं मनीच टिवारी पार्टी पर छोडा फैस्ला,"पंजाब में चुनाव लड़ना चाहते हैं मनीष तिवारी, पार्टी पर छोड़ा फैसला"
0,test_audio/hi/clips/common_voice_hi_27408592.mp3,"Pashimi dedicated front corridor case, sabhi contract avantit kg.","Pashimi Dedicated Front Corridor Kei, Sabhi Contract, Aavantit Kei Gaayu.",पश्विमी देटिकेटटड़ फ्रंद करिटोर के सभी कोंट्रक्त आवाण्टित के गये,पश्शिमी देडिकेटड फुरंट कौरिडोर के सभी खुंट्राक्ट आवन्टित के गये।,पश्च्छिमी डेडिकेटड फ्रन्ट कोरिडोर के सभी कंट्राक्ट आवंटित के गये,पश्चिमी डेडीकेटेड फ्रंट कोरिडोर के सभी कांट्रैक्ट आवंटित किए गए
0,test_audio/hi/clips/common_voice_hi_27408593.mp3,"Samajwadi party kaisan sir, Janeshwar, Meshirakaan, Idhan.",سماج்வதی پாٹی کے سانسٹ جنے شورے میں شرکانی دھنے,समाज वादि पार्टी के सान्सर्जनेश वर मेशर्कान इदन,समाजवादी पार्टी के सानसर्ज जनेश्वर मेश्रका निधन,समाजवाडी पार्टी के सांसर जनेश्वर मिश्र का निदन,समाजवादी पार्टी के सांसद जनेश्वर मिश्र का निधन
0,test_audio/hi/clips/common_voice_hi_27429166.mp3,Karashabadi na ginaim Modi Sarkar ki Uplakdiya. Kaha Chama Karahe Deesh.,Krashtra Badi na Ginai Modi Sarkar Ki Uplav Dhya Kaha Chamakra hai Dheesh,गिनाई मोदी सरकार की उपलब दिया कहाँ चमक रहा है देश,पराष्टपदी ने गिनाइ मोदी सरकार की अपलबदियां कहां चमक रहा है देश।,"प्राश्रबडी ने गिनाई मोदी सरकार की उपलब दिया, कहां चमक रहा है देश।","राष्ट्रपति ने गिनाई मोदी सरकार की उपलब्धियां, कहा- चमक रहा है देश"
0,test_audio/hi/clips/common_voice_hi_27429167.mp3,Pradeshan Karayon 2-3 Nome Agala Gaye,"پٹھنا, Pradarshan Karayu,Ni,Dho Trainu,Ni,Aag lagai",पट्ना प्रदर्षन कारीोंने दो ट्रेनो में आग लगाई,पट्ना प्रदरशन कारियों ने दो ट्रेनों में आग लगाईई,पट्ना प्रदर्शन कारियों ने दो ट्रेनों में आग लगाई,पटना: प्रदर्शनकारियों ने दो ट्रेनों में आग लगाई
0,test_audio/hi/clips/common_voice_hi_27429169.mp3,"Jain kei, himas kalan mein lapa ta badaalikshaktar kei 3 javanu kei Shah baraamat.","JNK, HMS Kallan, MLA Pata, Vataalik Sector, 3 Javanokeshw, Baraamat.",जेंके रेवान लापता बतालिक सेक्तर के तीं जवानों के शव बरामत,जेन के हिमसकलन में लापता वटालिक सेक्टर के तीन जवानों के शवभरामत,जेन्ड के हिमस्कलन में लापता वटालिक सेक्टर के तीन जवानों के शव बरामत,J-K: हिमस्खलन में लापता बटालिक सेक्टर के तीन जवानों के शव बरामद
0,test_audio/hi/clips/common_voice_hi_27429178.mp3,Salaman ke tijaki film show emotional bhan ne kiya yetwiit,سلمان کے تیجا کی فرنشورو ایموشنل بہن نکیا یہ تویٹ,सलमान के जीजा की फिरम शुरूं इमोशनल बहन ने किया ये तूईट,"सलमान के जीजा की फिल्म शुरू, इमोश्णल बहन ने किया ये टॉइट।","सलमान के जीजा की फिल्म शुरू, इमोशनल बहन ने किया ये ट्वीट","सलमान के जीजा की फिल्म शुरू, इमोशनल बहन ने किया ये Tweet"
0,test_audio/hi/clips/common_voice_hi_27429194.mp3,Jairam Dheenper Patni Kodhina thajumka lupart ke radese kiyas rayaam katla.,جرم دین پر پتنی کو دینہ تھا جمکہ لک پٹ کے رادے سے کیا سریام کرتلا,जन्र्व देन पर पत्नी को देना था जुमका लुट पाद के रादे से किया सरेयाम कतल,"जरंदेन पर पत्नी को देना था जुमका, लूट पाट के एरादे से किया सर्याम कतल।","जर्णदेन पर पत्टि को देना था जुमका, लुट पाट के इरादे से किया सर्याम कत्ल","जन्मदिन पर पत्नी को देना था झुमका, लूटपाट के इरादे से किया सरेआम कत्ल"
0,test_audio/hi/clips/common_voice_hi_27429197.mp3,"Baari bar bari sail, safei chadar me lipta jam mo Kashmiri",باری برف باری سے سفیچھ چیادر میں لپٹھا جمو کشمیر,बारी बरव बारी सेव सफेट चादर मेलिप्ता जम्मो कशमीर,बारी बरव बारी सेव सफेट चादर में लिप्टा जम्मो कशमीर,बारी बरव बारी से सफेर चादर में लिप्टा जम्मू कश्मीर,भारी बर्फबारी से सफेद चादर में लिपटा जम्मू-कश्मीर
0,test_audio/hi/clips/common_voice_hi_27429198.mp3,Drill's racket may foresee film actress Charmi Kaur kohai kode se rahat.,"Drills Racket may Fasey Film, actress Charmi Kaur, Kohaikot Se Rahat",द्रज राकेट में फ़सी फिल्म अख्च्रेज चारमिक और को है कोट से रहात,द्रग्स रैकेट में फसी फिल्म अक्तरेस चारमीक और कोहाई कोट से रहत.,ड्रग्स रैकेट में फसी फिल्म एक्टरेस चार्मिक और को हाई कोड़ से रहत,ड्रग्स रैकेट में फंसी फिल्म एक्ट्रेस चार्मी कौर को हाई कोर्ट से राहत
0,test_audio/hi/clips/common_voice_hi_27429199.mp3,PMK Rorschoper Shah Trogna Srinaka Tanch Jutai Yai Badek Bir,"PMK Roadshow, Pshatrugnesin Naka, Tanj, Jyotai, Yai Bhade ki Veeru",प्यम के रोडशो पर शत्रुगन सिंदा का तन्ज जुटाई गई भाडे की भीड,पीम के रोडशोपर शत्रुगन सिन्ना का तंज जुटाई गई भाडे की भीड।,पीम के रोडशोव पर शत्रुगन सिन्ना का तंज जुताई गई भाडे की भीड।,पीएम के रोड शो पर शत्रुघ्न सिन्हा का तंज- जुटाई गई भाड़े की भीड़
0,test_audio/hi/clips/common_voice_hi_27429200.mp3,"Jeklene Fernandiska Billy Dance, Piral Hora Haia video","Jekyllin Fernandeska Bailey Duns, Pairal Ho Raha, this video is for you.","जेकलिन फरनाडिस का भेली डान्स, पारल हो रहा ये वीटियो",जैकलिन फर्नांडिस का बेली डान्स वारल हो रहा ये वीडियो,"जैक्लिन फर्नांडेस का बेली डांस, पारल हो रहा ये वीटियो","जैकलीन फर्नांडिस का बैली डांस, वायरल हो रहा ये वीडियो"
0,test_audio/hi/clips/common_voice_hi_27429206.mp3,"Veer Phachan Chipane kele, Decate Nardi Mahila Goli, Mot.",بھیہر پہچان چیپانے کے لئے دکیٹ نے ماردی مہیلا کو گولی موت,बिहर पवचान चिपाने के लिए दकेट ने मार्दी महिला को गोली मुअत,विहार पहचान चिपाने के लिए डकेट ने मार दी महिला को गोली. मौत।,"बिहर पहचान छिपाने के लिए दकेट ने मार्दी महिला को गोली, मौत।","बिहारः पहचान छिपाने के लिए डकैत ने मार दी महिला को गोली, मौत"
0,test_audio/hi/clips/common_voice_hi_27429210.mp3,"Bharat Kapayla Smart Gav Banath Naura, P.M.O.D. Karinje Sammanikth.",20.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5,बारग का पहला समाड गाव बना दनोरा प्ये मोदी करेंगे सम्मानिध,बारक का पहला समाट गाव बना धनोरा पिये मोडि करेंगे सम्मानिक्त,बारक का पहला स्माट गाव वना धनोरा पियें मोदी करेंगे सम्मानित,"भारत का पहला स्मार्ट गांव बना धनौरा, पीएम मोदी करेंगे सम्मानित"
0,test_audio/hi/clips/common_voice_hi_27429215.mp3,"Low Ji Had Shadi's nam par karvaya Dharma parivarthan Firm karthara ha, Yon Shoshan.","Loh Jihad, Shadye's name is Dharmapari Vardhan, Firmkarthara, Yon Shoshan.",लव जिहात शादिके नामपर करवाया दर्मपरिवर्दन फिर करता रहा योंशोशन,लव जिहाद। शादि के नाम पर करवाया धर्मपरिवर्दन। फिर करता रहा योन्शोशन।,लव जिहाद शादी के नाम पर करवाया धर्म परिवर्दन फिर करता रहा यौन शोषन,"लव जिहाद: शादी के नाम पर करवाया धर्म परिवर्तन, फिर करता रहा यौन शोषण!"
0,test_audio/hi/clips/common_voice_hi_27429217.mp3,"today chow, Nawazuddin ka's upna hooga, which amitaav satchkar rahe hai.","آی چاک, نواازو دیم کا سپنا ہوگا, جو آمیتاب سچ کر رہے ہیں","आई चोग, नवाज उदीं का सबना होगा, जो आमिताब सचकर रहे हैं",आए चोख नवाजुद्दिन का सप्ना होगा जो अमिताब सच कर रहे हैं।,"आहे चोक, नवाज़दीन का सपना होगा जो आमिताब सच कर रहे हैं",iChowk: नवाजुद्दीन का सपना होगा... जो अमिताभ सच कर रहे हैं
0,test_audio/hi/clips/common_voice_hi_27429220.mp3,"Film review, jane kaisa je Madori dekshi torju hichawla kigulab gang","فلم ریو, جانے کہسے ہیں مادوری دکشت اور جو ہی چاولا کی گلاب گنگ",अगर बादा बादा बादा बादा बादा बादा बादा बादा बादा बादा बादा बादा बादा बादा बादा बादा बादा बादा बादा बादा बादा बादा बादा बादा बादा बादा बादा बादा बादा बादा बादा बादा बादा बादा बादा बादा ब,फिल्म रीवियू जाने कैसे है मादोरी दिक्षित और जूही चावला की गुलाब ग्यंग,"फिल्म रीवियो, जाने कैसे है मादुरी दिक्षित और जूरी चावला की गुलाब ग्यांग",Film Review: जानें कैसी है माधुरी दीक्षित और जूही चावला की 'गुलाब गैंग'
0,test_audio/hi/clips/common_voice_hi_27429237.mp3,FUNS A METHA ISK IN BADIS,"Firm Samicha, Ishkin Paris",तुम्समिच्या एश्किण परिस,फुञ्स अमिच्या इश्किन परिस्थ,फिल्म समिच इश्क इं परिस,फिल्म समीक्षा: इश्क इन पेरिस
0,test_audio/hi/clips/common_voice_hi_27429238.mp3,Kavishra Murajaman trees suresh kaisa da setapper taakhatra.,Kavishravo Rajamandri Suresh Keshad Sattabar Thakhatra,कविश्रम राजमन्तरी सुरेश की सदस्सता पर ताक्ठ्रा,कभीश्रम राजमंद्री सुरेश की सदस्ता पर था खत्रा,कवीश्रम् राज्यमंत्री सुरेश की सदस्तिता पर था खत्रा,कभी श्रम राज्यमंत्री सुरेश की सदस्यता पर था खतरा
0,test_audio/hi/clips/common_voice_hi_27429261.mp3,Pop karneke bata adit povara ka prae stit,پاپ کرنے کے بعد اجت پور کا پراشچت,पाप करने के बाद आजित पवार का प्राएश्चित,पाप करने के बाद अजित भवार का प्राइश्चित्ट्,पाप करने के बाद अजित पवार का प्रायश्चित।,'पाप' करने के बाद अजित पवार का प्रायश्चित!
0,test_audio/hi/clips/common_voice_hi_27429263.mp3,"So, atintra thadi was per in train ok time or route me berkuabad love.",17th of the universe per intraino ket time or route member hua badlava,स्वत्ट्रता दिवास पर इंट्रेनो के ताएम और रूप में वह बडलाव,सवतंद्र का दिवस पर इन ट्रेनों के टाइम और रूट में हुआ बद्लाव.,स्वत्नत्रता दिवस पर इन ट्रेणों के टाइंब और रूट में हुआ बडलाव,स्वतंत्रता दिवस पर इन ट्रेनों के टाइम और रूट में हुआ बदलाव
0,test_audio/hi/clips/common_voice_hi_27429269.mp3,Netin gargari bolem rasawadi lekin kambar batkar thahu,"Netin gadkari bhole me raschavadi, Lekin kam bar baat kar tha hum.","नितिन गडखरी बोले मैं राश्वादी, लेकिन काम पर बाद करता हो",नितिन गडकरी बोले मैं राश्ट्रवादि लेकिन काम पर बात करता हूं।,नितिन गडकरी बोले है मैं राष्ट्रवादी लेकिन काम पर बात करता हूं।,"नितिन गडकरी बोले- मैं राष्ट्रवादी, लेकिन काम पर बात करता हूं"
0,test_audio/hi/clips/common_voice_hi_27429274.mp3,share paar ke liye nea sabtaham chunao nati jorsi tayo ghi di Shahar,شر بازار کے لئے نیا سبتہ ہم چناو نتی جو سے تای ہوگی دیشا,शेर बाजार के लिए नया सबता अहम चुनाँ नतीजों से तैहोगी दिशार,शेर बाजार के लिये नया सब्ता अहम चुनाव नतीजों से तै होगी दिशाः।,शेर बाजार के लिए नया सब्ताह अहम्ब छुनाओ नतीजों से तै होगी दिशार,"शेयर बाजार के लिए नया सप्ताह अहम, चुनाव नतीजों से तय होगी दिशा"
0,test_audio/hi/clips/common_voice_hi_27429281.mp3,He is at company Ahebeet Shakti. He is pastah.,یہ ساتھ کمپنیاں ہی بیٹھ سکتی ہے پاسٹا,यह साथ कमपनिया ही बेट सकती है पास्ता,ये साथ कम्पनिया ही बेच सकती हैं पास्टां।,ये साथ कम्पनिया ही बेच सकती हैं पास्ता,ये सात कंपनियां ही बेच सकती हैं पास्ता
0,test_audio/hi/clips/common_voice_hi_27429282.mp3,Yo Pee Ket kira koali karne gae 2 kisan nukhi harja,"QP, Khet ki Rakhwali karne gaay, 2 Kisano ki Hatya.",यो पी खेट की रख्वाली करने गये तो किसानो की हत्या,यूपी खेट की रक्वाली करने गय दो किसानों की हत्या,"युपी, खेत की रखवाली करने गए दो किसानों की हत्त्या",यूपीः खेत की रखवाली करने गए दो किसानों की हत्या
0,test_audio/hi/clips/common_voice_hi_27429285.mp3,Shahane radi kya apna kar ekram Delhi telab kya ghe kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar kar,شاہنے رد کیا اپنا کارے کرام گلی تلب کی گئے گئے قدر,शाहाने रद किया अपना कारे करम दिल्ली तलब किये गये कट्टर,शहाने रद किया अपना कारेक्रम दिल्ली तलब किये गये खट्टर।,शाह ने रद किया अपना कारेक्रम दिल्ली तलब किये गय<|fr|><|transcribe|> खट्तर,"शाह ने रद्द किया अपना कार्यक्रम, दिल्ली तलब किए गए खट्टर"
0,test_audio/hi/clips/common_voice_hi_27429288.mp3,MOKCHE MANDRI TUNE TASI HINI BANINGE A KELESIA DAL.,مکی مندری تو نیتا جی ہی بنیں گے اکلے شیادہ,"मुक्या मुन्तरी तो नेताजी ही बनेंगे, अखिलेश यादाव.",मुख्यमंत्री तो नेता जी ही बनेंगे अक्षलेश्यादव।,"मुख्य मंत्री तो नेता जी ही बनेंगे, अकिलेश यादावू",मुख्यमंत्री तो नेताजी ही बनेंगे: अखिलेश यादव
0,test_audio/hi/clips/common_voice_hi_27429290.mp3,What chap tagline name is at Wabshi Karasakta hai Purana text status feature,WhatsApp tagline nam ke saat wabsi kar saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat saat,वडशाप तागलाई नाम के साथ वापसी कर सकता है पुराना तेक्स्ट श्टेटस वीचर,"WhatsApp, Tagline नाम के साथ वापसी कर सकता है पूराना Text Status Feature",WhatsApp ಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈ�,व्हाट्सऐप: 'टैगलाइन' नाम के साथ वापसी कर सकता है पुराना टेक्स्ट स्टेटस फीचर
0,test_audio/hi/clips/common_voice_hi_27429296.mp3,Markadawa Karme Dance Karthi Ladki Gurme Hern is not in Gurme Hern.,۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔,मा का दावा कार में डान्स करती लडकी गुर मेहर नहीं है,मा का दावा कार में डान्स करती लड़की गुर्मेहर नहीं हैं,मा का दावा कार में दान्स करती लड़की गुर मेहर नहीं है,"मां का दावा, कार में डांस करती लड़की गुरमेहर नहीं है"
0,test_audio/hi/clips/common_voice_hi_27429297.mp3,"Poetra Gandhi, police need to gomshara logo for the issue of Kia operations mile or Nishinakth.","Putharakhand, Police نے Gumsharra Lovonga, Khe Le Shuru Kya, Operations, Smile or Ni Shinakht.",पुत्तरा कंद पुलीस नि गुम्ष़ा लोगों के लिए शुरू किया अपरेश्यल समाल और नि शिनाखत,पुलीस ने गुम्षदा लोगों के लिए शुरू किया अपरेशन समाइल और नी शिनाक्त।,"उत्राकंड पुलीस ने गुम्शदा लोगों के लिए शुरू किया ओपरेशन, समाइल और निशिनाकत",उत्तराखंड: पुलिस ने गुमशुदा लोगों के लिए शुरू किया ऑपरेशन स्माइल और शिनाख्त
0,test_audio/hi/clips/common_voice_hi_27429301.mp3,Diyami Raja Gupasan Bhai Parampari Abhushan,Dhyam Irza Guppasanthi Paramparik Abhushan,दिया मिर्जागु पसन्हे पारंपारिक अबूशन,दिया मिर्जा गुपसंध है पारमपारिक अभूशण,डिया मिर्जा कु पसंद है पारम्पारिक अभूशन,दीया मिर्जा को पसंद हैं पारम्परिक आभूषण
0,test_audio/hi/clips/common_voice_hi_27429306.mp3,"Jharkhand, Mahwadio ne bharjano vano me, plegai yal.","Jharkhand, Mahavadhyo Neh Bharjanu Vahano mein lagayag.",जार्क्ण्द मावाद्यो ने दर्जनो वानो में लगायाग,जारकंडॉ। माँवादियों ने भर्जनो वानों में लगाई याग।,"जारकंड, मावाद्यों ने ब्रजनो वानो में लगाई आगू",झारखंड: माओवादियों ने दर्जनों वाहनों में लगाई आग
0,test_audio/hi/clips/common_voice_hi_27429307.mp3,"YouTube per essay, hit hoga video, up naayi, hit karika.",youtube par aise hit hoga video apna ae atari ka,योट्यूप पर आफ़े हित होगा वीटियो अपनाई ये तरीका,"यूट्यूब पर ऐसे हिट होगा वीडियो, अपनाए ये तरीका.","यूट्यूप पर ऐसे हिट होगा वीडियो, अपनाए ये तरीका","YouTube पर ऐसे हिट होगा वीडियो, अपनाएं ये तरीका"
0,test_audio/hi/clips/common_voice_hi_27429308.mp3,Maltaak Rezi mille poche chagan kojbar,बाल ताक वे से मेले पाह जे जब पुज बल.,बाल ताकरे से मिलने पहुचे चगन भुजबर,बार थाकरे से मिलने पहुचे चघन भुजबड।,बाल थाक्रे से मिलने पहुँचे चगन बुजबड,बाल ठाकरे से मिलने पहुंचे छगन भुजबल
0,test_audio/hi/clips/common_voice_hi_27429310.mp3,Unda ki is daasu vai keliya boku nishru zha ne kubya,Punda ki Is Dhasu Bhaik ke leye Buking Shurug Jane Kubiya,अड़ा की इस दासु भाई के लिए बुकिंशुरुग जाने कुविया,फॉन्डा की इस धासुबाई के लिए बुकिंग शुरूब जाने कुवियां,पून्दा की इस दासू बाई के लिए बुकिंग शुरू जाने कुभियां,"Honda की इस धांसू बाइक के लिए बुकिंग शुरू, जानें खूबियां"
0,test_audio/hi/clips/common_voice_hi_27429314.mp3,Perfections are coming at your kinkang guys kapu.,Perfections & workings are made in the form of a sponge.,पर्फेक्छन से काम में यकी नपंकज कपूर,पर्फेक्षन से काम में यकीन पंकज कपूर।,परफेक्षन से काम में यकिन पंकच कपूर,परफेक्शन से काम में यकीन: पंकज कपूर
0,test_audio/hi/clips/common_voice_hi_27429321.mp3,"Rajisabam, Ebola Gulam, Nabi Azaat, Nabi Bharat, Aadmi, 1-2-3 Kiddishman",پر آجی سوا میں بولے گلام نبی آزاد نے بھارت میں آدمی ایک دوسری کے دشمن,राजि सबा में बोले गुलाम नभी आजात नई भारत में आदमी एक दूसरे के दूश्मन,"राजसबा में बोले गुलाम नवी आजाद, ने भारत में आदमी एक दूसरे के दुश्मन।","राज्य सबा में बोले गुलाम नबी आजात, नए भारत में आजमी एक दूसरे के दुश्मन।",राज्यसभा में बोले गुलाम नबी आजाद- नए भारत में आदमी एक-दूसरे के दुश्मन
0,test_audio/hi/clips/common_voice_hi_27429324.mp3,Jagdha per University TV Baval per TNC and Gevarner ke Beach Badhat Akrao,Jadhopur University may be available on TMC & Governor's Beach.,जादवपर यून्यूर्षिटी में बवाल पर तीम्सी और गवरनर के बीज बड़ा तक्राव.,जादवपर यूनिवर्सिटी में भवाल पर टिमसी और गवर्नर के बीज बढ़ा तक्राव।,जादव पर युनियरसिती में बवाल पर टीम्सी और गवर्नर के बीज बढ़ा टक्राव,जादवपुर यूनिवर्सिटी में बवाल पर टीएमसी और गवर्नर के बीच बढ़ा टकराव
0,test_audio/hi/clips/common_voice_hi_27429327.mp3,"Sayinaki Samarthanme Aayi, Yogeshwar.com Istarna Diya Jawaab",سینا کی سمورتھن میں آئی یوجیشوردت اس طرح دیا جواب,सेना के समवरतन में आए योगेश्वर्दत इस तरह दिया जवाप,सेना के समरतन में आय योगेश्वरदत् इस तरह दिया जवाब्,सेना के सமர்थन में आये योगेश्वर दत इस तरह दिया जवाप,"सेना के समर्थन में आए योगेश्वर दत्त, इस तरह दिया जवाब"
0,test_audio/hi/clips/common_voice_hi_27429329.mp3,"Rel budget age, so we don't have any language has.","Rail budget today, we will find all these ingredients for our own special guest.",रेल बजज आज सभी दूनेंगे अपने लिये कुछ खाज,रेल बज़ट आज सभी दुननेंगे अपने लिये कुछ खास।,रेल बजेत आज सभी दूंदनेंगे अपने लिए कुछ खास,"रेल बजट आज, सभी ढूंढ़ेगे अपने लिए कुछ खास"
0,test_audio/hi/clips/common_voice_hi_27429330.mp3,Uttar Pradesh mein tafman mein gira wadjari.,اتر پڑ دیش میں تاقمان میں گیراوڑ جاری,उत्तर प्रदेश में ताप्मान में गिराववध जारी,उत्तर पर्देश में ताप्मान में गिरावट जारी हैं।,उत्तर प्रदेश में तापमान में गिरावट जारी है।,उत्तर प्रदेश में तापमान में गिरावट जारी
0,test_audio/hi/clips/common_voice_hi_27429338.mp3,Koestak poet neke mad bil Indigo ne yatri go sefar ternese ro ka?,کوش تک پوچھنے کے بعد بھی انڈگوں نے یا تریگوں سفر کرنے زیروکہ,खोश तक पहुटने के बाद भी अन्दिगो ने यात्री गो सफर करने से रोका,कोज तक पाँचने के बाद भी इंडिगो ने यात्री को सफर करने से रोका,। । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । । ।,कोच तक पहुंचने के बाद भी इंडिगो ने यात्री को सफर करने से रोका
